rdtimestamp,soiltemp,soilhum,airtemp,airhum
1742770800,10.25,65.1,9.15,100.0
1742771700,10.13,65.99,8.53,100.0
1742772600,10.09,65.04,8.1,100.0
1742773500,9.94,66.16,8.03,100.0
1742774400,10.0,65.05,8.25,100.0
1742775300,9.93,65.84,8.65,100.0
1742776200,9.99,64.9,8.85,100.0
1742777100,9.94,65.84,8.78,100.0
1742778000,9.95,64.98,8.35,100.0
1742778900,9.76,65.87,7.9,100.0
1742779800,9.8,64.88,7.9,100.0
1742780700,9.69,65.92,8.48,100.0
1742781600,9.79,64.76,9.1,100.0
1742782500,9.81,65.98,9.28,100.0
1742783400,9.87,64.61,9.35,100.0
1742784300,9.88,65.8,9.5,100.0
1742785200,9.91,64.9,9.4,100.0
1742786100,9.9,65.88,9.1,100.0
1742787000,9.97,64.35,8.75,100.0
1742787900,9.78,66.07,8.75,100.0
1742788800,9.92,64.47,8.75,100.0
1742789700,9.77,65.97,8.75,100.0
1742790600,9.89,64.61,8.2,100.0
1742791500,9.67,65.92,7.9,100.0
1742792400,9.8,64.29,7.85,100.0
1742793300,9.6,65.98,8.0,100.0
1742794200,9.76,64.48,8.4,100.0
1742795100,9.63,65.93,8.78,100.0
1742796000,9.81,64.53,9.15,100.0
1742796900,9.72,66.05,9.53,100.0
1742797800,9.93,64.34,9.85,100.0
1742798700,9.91,64.23,10.45,100.0
1742799600,10.17,59.99,10.65,100.0
1742800500,10.13,62.21,10.78,100.0
1742801400,10.27,61.24,11.1,100.0
1742802300,10.31,62.25,11.9,100.0
1742803200,10.45,64.09,12.55,100.0
1742804100,10.65,59.97,13.1,97.5
1742805000,10.85,64.15,13.95,96.25
1742805900,11.19,59.82,15.28,90.75
1742806800,11.51,64.11,16.1,86.25
1742807700,11.76,59.62,16.6,85.0
1742808600,12.08,63.75,17.4,82.0
1742809500,12.07,59.78,17.98,74.63
1742810400,12.67,62.93,18.35,67.0
1742811300,12.42,59.73,18.68,67.38
1742812200,13.03,62.84,19.25,63.25
1742813100,12.75,59.63,20.1,60.25
1742814000,13.42,62.88,20.4,62.0
1742814900,13.13,60.09,20.95,60.13
1742815800,13.67,62.46,20.35,58.75
1742816700,13.31,60.34,21.28,57.38
1742817600,13.68,62.42,19.9,60.0
1742818500,13.3,60.07,19.73,59.33
1742819400,13.59,62.5,19.8,58.25
1742820300,13.33,60.33,19.65,62.25
1742821200,13.62,62.71,21.15,56.5
1742822100,13.49,59.9,20.68,56.63
1742823000,13.78,62.39,21.45,53.25
1742823900,13.62,59.87,21.55,54.0
1742824800,13.74,65.78,21.7,53.0
1742825700,13.9,59.5,21.85,52.75
1742826600,13.6,62.27,21.5,52.0
1742827500,13.91,59.3,21.58,53.5
1742828400,13.56,62.47,22.0,51.75
1742829300,13.87,59.23,22.08,51.75
1742830200,13.51,62.36,21.9,50.25
1742831100,13.81,58.63,21.2,51.88
1742832000,13.38,62.46,20.5,55.25
1742832900,13.63,58.64,19.78,58.25
1742833800,13.18,62.59,18.7,64.25
1742834700,13.39,58.73,17.6,67.63
1742835600,12.86,62.57,16.45,72.5
1742836500,13.07,58.59,15.33,76.88
1742837400,12.56,62.65,14.25,80.75
1742838300,12.66,58.76,12.8,84.88
1742839200,12.01,61.21,11.8,88.0
1742840100,12.27,58.76,11.18,91.75
1742841000,11.65,62.59,10.9,93.5
1742841900,12.03,57.83,10.45,93.75
1742842800,11.32,62.8,9.85,95.0
1742843700,11.63,58.67,9.98,94.88
1742844600,11.07,62.79,9.6,96.5
1742845500,11.4,58.85,9.55,95.63
1742846400,10.87,61.25,9.25,96.75
1742847300,11.07,63.04,9.2,97.38
1742848200,10.83,59.01,9.2,98.5
1742849100,10.87,63.31,8.98,98.88
1742850000,10.65,59.02,9.1,99.25
1742850900,10.72,63.0,8.95,98.88
1742851800,10.56,59.0,9.4,98.75
1742852700,10.67,63.2,9.4,99.13
1742853600,10.56,59.11,9.3,99.25
1742854500,10.67,63.04,9.5,99.25
1742855400,10.62,59.43,9.8,99.25
1742856300,10.65,62.11,9.95,98.75
1742857200,10.62,59.12,9.7,98.75
1742858100,10.63,62.08,9.53,98.88
1742859000,10.58,59.3,9.25,99.25
1742859900,10.46,62.12,8.85,99.13
1742860800,10.5,59.69,8.7,99.75
1742861700,10.29,61.77,8.33,99.88
1742862600,10.37,59.54,9.05,100.0
1742863500,10.26,61.87,9.58,99.88
1742864400,10.35,59.53,10.0,97.75
1742865300,10.31,61.88,9.95,94.63
1742866200,10.37,59.68,9.7,95.5
1742867100,10.32,62.22,9.8,96.38
1742868000,10.39,59.42,10.2,95.75
1742868900,10.39,62.39,10.3,95.75
1742869800,10.45,59.83,10.35,95.25
1742870700,10.41,62.28,10.08,96.0
1742871600,10.46,59.17,9.65,96.0
1742872500,10.33,62.17,9.13,97.38
1742873400,10.37,59.22,8.9,98.25
1742874300,10.17,62.3,8.7,98.5
1742875200,10.24,59.09,8.3,99.25
1742876100,10.02,62.06,8.5,99.88
1742877000,10.23,58.57,8.75,99.75
1742877900,9.96,62.38,8.7,99.63
1742878800,10.21,58.69,8.6,99.5
1742879700,9.98,62.39,8.58,99.88
1742880600,10.21,58.55,9.0,100.0
1742881500,10.03,62.42,9.2,100.0
1742882400,10.27,58.22,9.35,99.5
1742883300,10.04,61.8,9.43,99.38
1742884200,10.32,58.41,9.75,99.5
1742885100,10.19,62.18,10.2,99.5
1742886000,10.47,58.39,10.6,98.5
1742886900,10.41,62.14,11.3,97.0
1742887800,10.71,58.47,12.3,94.0
1742888700,10.83,62.06,13.53,89.63
1742889600,11.13,58.56,14.5,84.75
1742890500,11.4,60.61,15.45,78.75
1742891400,11.65,59.99,16.6,74.5
1742892300,11.95,60.55,17.53,71.0
1742893200,12.15,62.66,18.4,66.0
1742894100,12.36,58.38,18.65,63.25
1742895000,12.62,62.72,19.3,61.25
1742895900,12.76,58.23,19.55,58.25
1742896800,13.05,62.27,19.1,59.0
1742897700,13.19,57.37,19.73,60.0
1742898600,13.36,62.44,20.1,55.75
1742899500,13.32,58.39,20.08,55.75
1742900400,13.55,62.48,20.1,55.5
1742901300,13.34,58.79,19.8,57.0
1742902200,13.7,61.52,19.4,57.75
1742903100,13.44,58.52,19.85,56.75
1742904000,13.82,61.63,19.4,59.5
1742904900,13.5,58.46,17.58,67.63
1742905800,13.64,60.85,16.15,72.75
1742906700,13.26,58.98,14.98,75.38
1742907600,13.27,61.17,14.0,78.5
1742908500,13.01,59.05,14.1,80.0
1742909400,13.12,61.16,15.05,80.25
1742910300,12.99,59.0,15.65,75.63
1742911200,13.2,61.06,16.1,75.5
1742912100,13.06,58.65,16.7,72.75
1742913000,13.26,60.9,17.65,70.5
1742913900,13.12,58.82,17.93,69.0
1742914800,13.29,60.98,19.15,65.0
1742915700,13.17,58.44,19.08,62.63
1742916600,13.29,60.71,20.0,60.25
1742917500,13.26,58.22,18.58,62.38
1742918400,12.96,60.86,18.2,63.75
1742919300,13.12,58.43,18.93,61.0
1742920200,12.8,61.02,18.85,60.25
1742921100,13.01,57.79,17.75,64.63
1742922000,12.51,61.22,15.9,70.25
1742922900,12.69,57.55,14.0,76.0
1742923800,12.13,61.27,13.0,81.5
1742924700,12.3,57.7,11.8,85.88
1742925600,11.68,61.45,10.85,89.5
1742926500,11.9,57.76,10.2,92.0
1742927400,11.3,60.97,9.65,93.75
1742928300,11.56,57.94,9.2,94.88
1742929200,10.95,61.14,8.7,96.0
1742930100,11.25,57.96,8.53,98.0
1742931000,10.75,61.39,9.5,97.25
1742931900,11.12,58.04,8.98,96.13
1742932800,10.69,61.36,9.25,96.75
1742933700,11.03,57.65,8.88,96.13
1742934600,10.62,61.06,9.2,97.5
1742935500,10.95,57.72,9.4,95.63
1742936400,10.52,59.85,9.2,95.75
1742937300,10.72,61.85,8.98,96.25
1742938200,10.52,58.18,8.6,97.0
1742939100,10.58,61.83,8.5,98.63
1742940000,10.36,57.98,8.35,98.5
1742940900,10.56,62.84,7.95,99.13
1742941800,10.21,57.15,7.7,99.5
1742942700,10.28,61.7,7.85,100.0
1742943600,10.05,57.79,7.6,99.75
1742944500,10.15,61.78,7.78,99.88
1742945400,9.88,57.89,6.85,100.0
1742946300,9.96,61.57,7.18,100.0
1742947200,9.82,58.0,6.75,100.0
1742948100,9.64,60.87,6.28,100.0
1742949000,9.64,58.17,6.5,100.0
1742949900,9.47,61.02,6.93,100.0
1742950800,9.52,58.1,6.7,100.0
1742951700,9.31,60.53,6.43,100.0
1742952600,9.44,58.5,6.65,100.0
1742953500,9.21,60.71,6.85,100.0
1742954400,9.38,58.45,6.75,100.0
1742955300,9.16,60.84,5.98,100.0
1742956200,9.27,58.7,5.35,100.0
1742957100,8.95,60.48,5.1,100.0
1742958000,9.12,58.37,4.8,100.0
1742958900,8.8,60.63,5.05,100.0
1742959800,8.98,58.37,4.45,100.0
1742960700,8.64,60.91,4.48,100.0
1742961600,8.82,58.15,4.15,100.0
1742962500,8.55,60.74,3.88,100.0
1742963400,8.7,58.12,3.95,100.0
1742964300,8.44,60.77,3.75,100.0
1742965200,8.59,58.06,3.6,100.0
1742966100,8.34,60.57,3.88,100.0
1742967000,8.49,59.72,4.4,100.0
1742967900,8.25,60.85,4.78,100.0
1742968800,8.63,57.27,5.5,100.0
1742969700,8.36,60.71,7.13,100.0
1742970600,8.8,57.36,8.9,100.0
1742971500,8.78,60.83,9.75,100.0
1742972400,9.22,57.21,10.0,100.0
1742973300,9.24,60.85,10.7,100.0
1742974200,9.64,57.33,11.7,100.0
1742975100,9.8,60.88,12.48,99.13
1742976000,10.18,57.48,13.1,93.0
1742976900,10.28,61.02,14.05,86.25
1742977800,10.72,57.13,14.8,84.25
1742978700,10.84,60.42,15.05,80.75
1742979600,11.01,57.5,15.3,79.5
1742980500,11.17,60.36,15.93,76.5
1742981400,11.49,57.21,16.7,72.5
1742982300,11.57,58.91,17.4,70.38
1742983200,11.8,61.16,17.6,69.0
1742984100,12.05,57.2,18.18,65.63
1742985000,12.26,61.23,19.15,60.5
1742985900,12.52,56.95,19.5,58.13
1742986800,12.75,60.75,20.45,54.0
1742987700,13.04,55.94,21.2,52.25
1742988600,13.3,60.64,22.05,53.5
1742989500,13.4,56.68,22.63,50.88
1742990400,13.65,60.58,22.75,47.5
1742991300,13.63,56.32,22.98,46.38
1742992200,13.9,60.23,22.85,48.25
1742993100,13.77,56.74,22.53,46.75
1742994000,14.13,59.5,22.45,43.25
1742994900,13.97,56.3,23.08,45.13
1742995800,14.23,59.33,23.05,43.75
1742996700,13.94,56.67,23.03,42.33
1742997600,14.14,58.75,22.7,42.0
1742998500,14.04,56.53,23.25,42.25
1742999400,14.04,58.57,23.25,42.25
1743000300,14.01,56.54,23.68,42.88
1743001200,14.0,58.58,22.6,46.25
1743002100,13.93,56.55,23.45,44.0
1743003000,13.99,58.55,24.0,43.0
1743003900,13.8,56.33,17.45,66.25
1743004800,13.03,67.53,12.0,94.0
1743005700,12.84,63.92,10.78,98.63
1743006600,12.37,67.69,10.45,99.75
1743007500,12.5,64.21,10.25,100.0
1743008400,12.15,67.29,10.15,100.0
1743009300,12.31,63.53,10.23,100.0
1743010200,12.02,66.8,10.15,100.0
1743011100,12.13,63.31,9.73,100.0
1743012000,11.76,66.44,9.55,99.75
1743012900,11.94,62.76,9.38,99.25
1743013800,11.45,66.54,9.15,98.5
1743014700,11.69,62.72,9.03,98.88
1743015600,11.25,66.21,8.75,99.5
1743016500,11.47,62.49,8.98,100.0
1743017400,10.99,66.0,9.2,99.5
1743018300,11.14,65.19,9.35,98.5
1743019200,10.86,66.09,9.05,98.25
1743020100,11.13,62.41,8.48,99.38
1743021000,10.7,66.0,8.35,100.0
1743021900,10.99,62.11,8.43,100.0
1743022800,10.64,65.92,8.75,100.0
1743023700,10.92,62.15,9.05,99.0
1743024600,10.56,65.97,8.9,98.75
1743025500,10.84,61.9,9.13,98.75
1743026400,10.51,64.08,8.8,98.75
1743027300,10.77,63.4,8.53,99.17
1743028200,10.42,64.04,8.0,100.0
1743029100,10.59,66.08,7.85,100.0
1743030000,10.34,62.22,7.4,100.0
1743030900,10.4,66.2,7.53,100.0
1743031800,10.18,61.98,7.4,100.0
1743032700,10.27,65.82,7.18,100.0
1743033600,10.05,62.19,7.15,100.0
1743034500,10.14,65.98,6.9,100.0
1743035400,9.91,62.15,6.65,100.0
1743036300,10.02,65.75,6.6,100.0
1743037200,9.83,62.19,6.7,100.0
1743038100,9.96,65.84,7.18,100.0
1743039000,9.9,62.1,7.45,100.0
1743039900,9.91,65.05,7.73,100.0
1743040800,9.93,62.3,7.95,100.0
1743041700,9.96,64.95,8.08,100.0
1743042600,9.97,62.15,8.25,100.0
1743043500,9.97,64.81,8.3,100.0
1743044400,10.04,62.35,8.35,100.0
1743045300,10.0,64.87,8.4,100.0
1743046200,10.06,62.38,8.3,100.0
1743047100,10.03,64.59,8.38,100.0
1743048000,10.08,62.4,8.4,100.0
1743048900,10.05,64.67,8.3,100.0
1743049800,10.09,62.52,8.45,100.0
1743050700,10.04,64.7,8.38,100.0
1743051600,10.1,62.59,8.35,100.0
1743052500,10.04,64.78,8.23,100.0
1743053400,10.09,61.96,8.55,100.0
1743054300,10.05,65.05,8.85,100.0
1743055200,10.12,61.87,9.2,100.0
1743056100,10.14,65.02,9.58,99.88
1743057000,10.26,61.41,9.6,99.5
1743057900,10.14,64.88,9.65,99.38
1743058800,10.32,61.03,10.05,99.5
1743059700,10.3,64.88,11.13,98.5
1743060600,10.57,60.38,11.75,96.5
1743061500,10.66,64.88,12.8,93.5
1743062400,10.92,61.12,13.15,89.5
1743063300,11.02,65.12,13.78,87.5
1743064200,11.28,61.44,14.6,85.75
1743065100,11.44,64.82,15.48,79.75
1743066000,11.74,61.15,16.0,75.5
1743066900,11.84,64.78,16.65,72.13
1743067800,12.09,61.23,17.1,67.75
1743068700,12.26,64.42,18.88,62.25
1743069600,12.6,60.96,20.15,56.0
1743070500,12.81,64.52,21.53,53.5
1743071400,13.21,60.87,23.0,48.0
1743072300,13.44,62.35,22.88,41.38
1743073200,13.66,64.89,23.2,43.75
1743074100,13.86,60.77,23.33,42.88
1743075000,14.06,64.86,23.0,43.75
1743075900,14.16,61.13,23.05,42.5
1743076800,14.31,64.57,23.45,43.75
1743077700,14.29,60.75,22.45,45.38
1743078600,14.37,64.44,22.0,44.5
1743079500,14.27,60.58,20.8,50.13
1743080400,14.26,64.53,20.65,48.25
1743081300,14.27,59.86,20.7,49.63
1743082200,14.16,64.38,20.65,49.5
1743083100,13.99,60.58,20.83,47.63
1743084000,14.12,64.46,20.8,45.25
1743084900,13.9,60.94,20.25,52.13
1743085800,14.14,63.66,20.55,53.5
1743086700,13.72,62.6,19.75,51.75
1743087600,14.13,63.38,19.15,51.0
1743088500,13.83,60.46,18.43,53.75
1743089400,14.0,63.21,18.05,55.25
1743090300,13.72,60.59,17.63,57.25
1743091200,13.8,62.89,17.15,60.75
1743092100,13.55,60.59,16.63,63.0
1743093000,13.61,62.8,16.25,61.0
1743093900,13.4,60.79,15.83,62.63
1743094800,13.42,62.85,15.4,69.0
1743095700,13.24,60.97,14.78,66.38
1743096600,13.2,62.99,14.25,69.75
1743097500,13.05,61.0,13.75,72.38
1743098400,12.98,62.97,13.5,72.5
1743099300,12.93,60.41,13.55,69.75
1743100200,12.68,63.05,13.25,73.5
1743101100,12.74,60.3,13.05,75.25
1743102000,12.53,63.4,13.0,76.0
1743102900,12.64,60.04,12.78,77.0
1743103800,12.34,63.39,12.6,78.75
1743104700,12.48,60.04,12.28,82.13
1743105600,12.19,63.26,12.0,82.5
1743106500,12.33,59.79,11.68,85.5
1743107400,12.05,63.29,11.4,85.5
1743108300,12.18,59.87,11.28,87.13
1743109200,11.91,62.35,11.1,88.25
1743110100,12.07,60.0,11.1,88.5
1743111000,11.85,63.18,11.05,91.5
1743111900,11.98,59.78,11.08,92.25
1743112800,11.77,63.21,11.0,91.75
1743113700,11.89,60.0,10.98,90.75
1743114600,11.7,63.27,10.9,90.0
1743115500,11.81,59.93,10.78,92.63
1743116400,11.61,61.79,10.6,94.0
1743117300,11.76,61.81,10.5,94.63
1743118200,11.55,61.72,10.45,95.25
1743119100,11.58,63.81,10.35,95.75
1743120000,11.6,59.76,10.45,96.0
1743120900,11.52,64.07,10.43,96.63
1743121800,11.54,59.94,10.25,96.25
1743122700,11.46,64.07,10.3,96.25
1743123600,11.48,59.74,10.2,96.25
1743124500,11.4,64.22,10.18,95.75
1743125400,11.43,59.98,9.95,96.5
1743126300,11.33,64.32,9.95,96.75
1743127200,11.36,59.99,9.85,97.0
1743128100,11.26,64.11,9.75,97.25
1743129000,11.29,59.93,9.65,97.5
1743129900,11.2,64.07,9.65,97.63
1743130800,11.27,60.98,9.85,97.75
1743131700,11.13,63.11,9.8,96.38
1743132600,11.19,60.35,9.75,95.75
1743133500,11.06,63.24,9.95,94.0
1743134400,11.12,60.03,10.1,92.0
1743135300,11.06,62.84,10.08,92.25
1743136200,11.04,60.67,10.05,92.0
1743137100,11.01,62.65,10.05,92.25
1743138000,10.99,60.82,10.2,91.5
1743138900,10.99,62.79,10.18,91.63
1743139800,10.97,61.01,10.25,92.0
1743140700,10.99,62.65,10.53,90.63
1743141600,10.99,60.57,11.0,88.75
1743142500,11.07,62.46,11.7,86.0
1743143400,11.14,60.2,12.4,82.5
1743144300,11.26,62.7,13.03,79.38
1743145200,11.35,59.98,13.5,76.5
1743146100,11.42,62.68,13.95,75.25
1743147000,11.56,60.06,14.35,72.75
1743147900,11.58,62.58,14.35,71.63
1743148800,11.72,59.67,14.55,71.25
1743149700,11.68,62.82,14.98,70.13
1743150600,11.93,59.51,15.45,67.75
1743151500,12.01,62.52,16.05,66.25
1743152400,12.26,59.58,16.4,65.5
1743153300,12.23,62.46,16.98,62.13
1743154200,12.64,59.25,17.85,61.0
1743155100,12.65,62.35,18.0,59.88
1743156000,13.02,59.19,18.3,56.75
1743156900,13.02,62.08,18.85,52.13
1743157800,13.41,57.96,19.15,49.25
1743158700,13.34,61.92,19.6,45.63
1743159600,13.73,58.87,19.35,52.5
1743160500,13.56,61.93,19.63,51.38
1743161400,13.95,58.84,19.7,48.5
1743162300,13.73,60.43,19.65,50.5
1743163200,13.98,63.05,19.75,49.75
1743164100,14.05,58.52,21.33,47.75
1743165000,14.44,62.83,22.5,42.75
1743165900,14.45,58.51,22.65,44.0
1743166800,14.72,62.7,22.7,43.0
1743167700,14.57,58.54,21.85,45.25
1743168600,14.7,62.86,21.3,44.25
1743169500,14.46,60.16,20.6,48.5
1743170400,14.9,63.07,19.25,55.5
1743171300,14.44,58.26,18.83,59.0
1743172200,14.5,62.9,18.5,59.75
1743173100,14.34,58.41,17.95,62.0
1743174000,14.35,62.89,17.3,62.5
1743174900,14.15,58.26,16.75,66.13
1743175800,14.12,62.86,16.5,70.25
1743176700,13.96,58.95,16.25,72.0
1743177600,14.02,61.92,16.0,74.25
1743178500,13.84,58.86,15.68,74.63
1743179400,13.86,61.92,15.3,76.5
1743180300,13.7,58.88,15.1,76.25
1743181200,13.66,61.39,14.85,77.25
1743182100,13.6,59.58,14.55,76.38
1743183000,13.47,61.37,14.35,78.0
1743183900,13.42,59.64,13.93,83.13
1743184800,13.27,61.31,13.55,83.75
1743185700,13.23,59.55,13.53,83.5
1743186600,13.09,61.6,13.45,81.0
1743187500,13.05,59.45,13.2,82.5
1743188400,12.91,61.29,13.1,82.5
1743189300,12.95,59.31,13.0,82.75
1743190200,12.64,61.23,12.35,84.75
1743191100,12.8,58.73,11.88,87.38
1743192000,12.49,61.4,11.7,89.0
1743192900,12.67,58.9,11.35,91.13
1743193800,12.35,61.69,11.25,92.25
1743194700,12.55,58.77,11.13,93.13
1743195600,12.25,61.58,11.05,94.0
1743196500,12.45,58.81,10.97,94.67
1743197400,12.16,61.37,10.85,95.5
1743198300,12.35,59.06,10.78,95.5
1743199200,12.08,61.56,10.7,95.5
1743200100,12.27,58.91,10.68,95.88
1743201000,12.01,61.61,10.55,96.5
1743201900,12.21,58.96,10.55,96.88
1743202800,11.96,61.67,10.5,97.0
1743203700,12.16,57.86,10.53,97.63
1743204600,11.92,61.57,10.5,98.0
1743205500,12.09,58.9,10.45,97.88
1743206400,11.86,61.7,10.4,97.75
1743207300,12.03,58.85,10.38,98.13
1743208200,11.83,60.07,10.35,98.25
1743209100,11.88,62.7,10.25,99.0
1743210000,11.89,58.2,10.25,99.25
1743210900,11.83,62.86,10.25,99.5
1743211800,11.84,58.51,10.25,99.75
1743212700,11.79,62.51,10.13,100.0
1743213600,11.8,58.32,10.0,100.0
1743214500,11.73,62.71,10.05,100.0
1743215400,11.73,58.78,10.05,100.0
1743216300,11.66,63.07,10.0,100.0
1743217200,11.66,59.53,10.05,100.0
1743218100,11.58,63.84,9.95,100.0
1743219000,11.59,60.22,9.95,100.0
1743219900,11.53,64.25,9.98,100.0
1743220800,11.53,60.52,9.9,100.0
1743221700,11.47,64.81,9.88,100.0
1743222600,11.51,61.21,9.9,100.0
1743223500,11.42,64.12,9.93,100.0
1743224400,11.46,61.53,9.95,100.0
1743225300,11.37,64.57,10.0,100.0
1743226200,11.42,61.83,10.05,100.0
1743227100,11.38,64.84,10.15,100.0
1743228000,11.41,62.27,10.3,100.0
1743228900,11.41,64.51,10.4,100.0
1743229800,11.46,62.53,10.6,100.0
1743230700,11.5,64.61,10.78,100.0
1743231600,11.56,62.63,10.95,100.0
1743232500,11.64,64.6,11.15,100.0
1743233400,11.69,62.66,11.35,100.0
1743234300,11.8,64.51,11.48,100.0
1743235200,11.9,61.8,11.75,100.0
1743236100,11.93,65.31,11.9,100.0
1743237000,12.08,61.99,12.15,100.0
1743237900,12.16,64.74,12.3,100.0
1743238800,12.27,61.63,12.55,100.0
1743239700,12.22,65.25,12.53,98.13
1743240600,12.37,61.4,12.3,96.75
1743241500,12.26,65.12,12.48,97.0
1743242400,12.49,61.46,12.7,96.5
1743243300,12.45,65.41,12.88,95.38
1743244200,12.71,61.65,13.0,93.75
1743245100,12.67,65.22,13.33,93.5
1743246000,12.96,61.53,13.65,91.0
1743246900,12.85,65.16,13.35,92.63
1743247800,13.08,61.43,13.2,92.25
1743248700,12.93,65.23,13.25,93.75
1743249600,13.15,60.88,13.1,93.5
1743250500,12.99,65.23,12.98,93.75
1743251400,13.22,61.65,13.3,95.75
1743252300,13.15,63.84,13.43,93.25
1743253200,13.32,63.83,13.55,91.0
1743254100,13.27,64.01,13.75,90.88
1743255000,13.34,66.53,13.7,89.5
1743255900,13.36,62.17,13.85,89.0
1743256800,13.38,66.42,13.6,89.75
1743257700,13.36,62.44,13.55,91.88
1743258600,13.39,66.7,13.5,92.25
1743259500,13.36,62.59,13.45,93.63
1743260400,13.37,66.65,13.5,95.25
1743261300,13.33,62.73,13.23,94.25
1743262200,13.3,66.84,13.1,94.25
1743263100,13.25,62.71,12.88,94.63
1743264000,13.21,67.1,12.75,96.25
1743264900,13.18,62.76,12.7,97.0
1743265800,13.13,67.21,12.65,98.0
1743266700,13.08,62.87,12.45,98.38
1743267600,13.01,67.14,12.3,99.0
1743268500,12.96,63.68,12.1,99.38
1743269400,12.88,66.07,11.85,100.0
1743270300,12.83,63.81,11.78,100.0
1743271200,12.75,66.28,11.55,100.0
1743272100,12.7,63.98,11.45,100.0
1743273000,12.59,66.22,11.3,100.0
1743273900,12.58,64.53,11.25,100.0
1743274800,12.45,66.3,11.15,100.0
1743275700,12.46,64.63,11.05,100.0
1743276600,12.33,66.18,10.95,100.0
1743277500,12.35,64.56,10.78,100.0
1743278400,12.21,66.23,10.8,100.0
1743279300,12.23,64.5,10.63,100.0
1743280200,12.09,66.25,10.65,100.0
1743281100,12.2,63.44,10.63,100.0
1743282000,11.99,66.79,10.65,100.0
1743282900,12.09,63.62,10.5,100.0
1743283800,11.88,67.11,10.4,100.0
1743284700,11.89,65.86,10.45,100.0
1743285600,11.78,67.06,10.55,100.0
1743286500,11.88,63.7,10.33,100.0
1743287400,11.71,67.08,10.2,100.0
1743288300,11.8,63.57,10.08,100.0
1743289200,11.61,66.95,10.2,100.0
1743290100,11.69,63.53,9.78,100.0
1743291000,11.49,66.89,9.65,100.0
1743291900,11.55,63.56,9.48,100.0
1743292800,11.39,66.96,9.5,100.0
1743293700,11.45,63.73,9.53,100.0
1743294600,11.31,67.0,9.9,100.0
1743295500,11.43,63.47,10.08,100.0
1743296400,11.33,66.75,10.2,100.0
1743297300,11.43,63.16,10.25,100.0
1743298200,11.33,65.21,10.3,100.0
1743299100,11.37,67.43,10.25,100.0
1743300000,11.39,63.41,10.2,100.0
1743300900,11.35,67.2,10.1,100.0
1743301800,11.39,63.3,9.9,100.0
1743302700,11.33,67.51,9.9,100.0
1743303600,11.37,63.48,9.75,100.0
1743304500,11.31,67.36,9.78,100.0
1743305400,11.34,63.41,9.75,100.0
1743306300,11.27,67.18,9.68,100.0
1743307200,11.29,63.57,9.6,100.0
1743308100,11.19,67.52,9.33,100.0
1743309000,11.16,63.54,9.1,100.0
1743309900,11.06,67.38,9.25,100.0
1743310800,11.1,63.29,9.25,100.0
1743311700,11.03,67.18,9.38,100.0
1743312600,11.11,63.55,9.5,100.0
1743313500,11.07,67.4,10.43,100.0
1743314400,11.19,64.12,10.75,100.0
1743315300,11.16,66.43,10.9,100.0
1743316200,11.3,64.3,11.7,100.0
1743317100,11.43,66.14,12.48,100.0
1743318000,11.55,64.43,12.55,100.0
1743318900,11.75,65.9,13.0,99.5
1743319800,11.84,64.59,13.15,95.75
1743320700,12.09,65.94,14.18,94.13
1743321600,12.21,66.16,14.9,91.5
1743322500,12.63,65.82,15.93,87.5
1743323400,12.72,64.31,16.55,81.0
1743324300,12.9,65.62,16.35,80.25
1743325200,13.01,63.32,16.6,80.25
1743326100,13.04,65.86,17.58,78.13
1743327000,13.39,64.08,18.3,77.0
1743327900,13.45,66.15,18.5,74.5
1743328800,13.79,63.87,19.1,72.75
1743329700,13.91,66.13,19.65,67.5
1743330600,14.25,63.6,19.8,67.25
1743331500,14.31,66.05,20.75,62.25
1743332400,14.69,63.68,21.5,60.25
1743333300,14.55,65.53,21.68,55.25
1743334200,15.04,63.2,22.0,52.5
1743335100,14.78,65.71,22.43,54.75
1743336000,15.22,63.36,22.5,53.5
1743336900,14.85,65.51,22.58,51.25
1743337800,15.45,63.41,22.5,49.75
1743338700,14.97,65.54,23.1,50.0
1743339600,15.73,63.41,23.2,47.5
1743340500,15.12,65.29,23.4,46.0
1743341400,15.85,64.78,23.1,48.75
1743342300,15.11,66.11,23.65,47.5
1743343200,15.97,62.97,23.75,44.5
1743344100,15.22,65.16,23.88,45.88
1743345000,16.02,64.53,23.55,48.25
1743345900,15.31,64.0,23.8,46.25
1743346800,16.0,64.84,23.8,49.0
1743347700,15.31,63.5,23.88,49.13
1743348600,15.97,64.55,23.5,48.75
1743349500,15.45,63.28,22.95,50.25
1743350400,15.79,64.49,22.45,52.25
1743351300,15.15,62.13,21.78,56.63
1743352200,15.53,66.26,21.3,56.5
1743353100,15.01,62.32,21.18,58.5
1743354000,15.26,66.29,19.95,60.75
1743354900,14.74,62.2,18.68,63.75
1743355800,14.87,66.23,17.05,67.75
1743356700,14.34,62.16,15.7,72.13
1743357600,14.41,66.22,14.55,75.75
1743358500,13.93,62.29,13.8,79.88
1743359400,13.98,66.27,12.9,82.5
1743360300,13.65,63.01,12.43,85.13
1743361200,13.43,65.04,12.05,86.5
1743362100,13.32,62.97,11.78,86.13
1743363000,13.14,65.05,11.5,86.25
1743363900,13.08,62.94,11.35,86.25
1743364800,12.84,64.56,10.95,87.0
1743365700,12.9,63.64,10.8,86.38
1743366600,12.57,64.64,10.5,88.25
1743367500,12.61,63.4,9.95,90.13
1743368400,12.24,64.68,9.4,91.5
